"panel","ex_super","condition","filter_id","filter","raw_n","spec","coef_conv","se_conv","pv_conv","coef_bc","se_robust","pv_robust","h_left","h_right","obs_h","error"
"panel_a","t","Q3Q4","drop_any_target_previous_scrape","drop any target-month source=previous scrape",4827,"twomse_fe",-0.0901612308234495,0.0332890990396465,0.00676021490398524,-0.158658361609344,0.0477445187078741,0.00089032677784179,0.152802575059465,0.224115729632765,2670,""
"panel_a","t","Q3Q4","drop_any_target_previous_scrape","drop any target-month source=previous scrape",4827,"h020_010_fe",-0.0994955216909825,0.0357955528827983,0.00544343070852847,-0.144421964829299,0.0484926698371094,0.0028992534616456,0.2,0.1,919,""
"panel_a","t","Q3Q4","drop_any_target_previous_scrape","drop any target-month source=previous scrape",4827,"h030_015_fe",-0.0680248958412631,0.0271595211209212,0.0122575154468738,-0.12026019086281,0.036695470333298,0.00104823909448284,0.3,0.15,1569,""
"panel_a","t","Q3Q4","drop_any_target_previous_scrape","drop any target-month source=previous scrape",4827,"h040_020_fe",-0.0596729379351402,0.0243760614630093,0.0143646103249368,-0.0995788862030484,0.0335278395733808,0.00297764977519416,0.4,0.2,2375,""
"panel_a","t","Q3Q4","drop_any_target_previous_scrape","drop any target-month source=previous scrape",4827,"msetwo_no_fe",-0.187650293439086,0.0578043091421415,0.00116914394592205,-0.22785878120651,0.0660718367653278,0.000563391987692339,0.109575319363796,0.106796637375714,947,""
"panel_b","f","FULL","baseline","baseline",1181,"msetwo_fe",0.0237499409782269,0.056610616884957,0.674827687364214,0.0235571718377059,0.0643648544037928,0.714369305632001,0.161813353542966,0.075877763310096,440,""
"panel_b","f","FULL","baseline","baseline",1181,"twomse_fe",0.0220847292022417,0.0338021427077759,0.51352877233886,0.0211631937316147,0.0453846502726032,0.640995554213053,0.323626707085933,0.151755526620192,637,""
"panel_b","f","FULL","baseline","baseline",1181,"h020_010_fe",0.0181693712976064,0.0496846852886943,0.714593724259887,0.0399303984186486,0.0638153354085678,0.531499982505613,0.2,0.1,494,""
"panel_b","f","FULL","baseline","baseline",1181,"h030_015_fe",0.0231321459766978,0.03487268523977,0.507118351516543,0.0232955422211026,0.0464932951687586,0.616334773801151,0.3,0.15,622,""
"panel_b","f","FULL","baseline","baseline",1181,"h040_020_fe",0.0155412248076801,0.0292326314123092,0.594975624314878,0.0350948873753866,0.0396376492466664,0.375944839844913,0.4,0.2,673,""
